InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,price_total
544012,66165,PRODUTO TESTE,33,2011-06-05,27.51,10186,United Kingdom,907.83
544247,67310,PRODUTO TESTE,48,2011-04-15,47.07,10057,United Kingdom,2259.36
541423,60018,PRODUTO TESTE,42,2011-08-26,39.82,10196,Eire,1672.44
541171,27461,PRODUTO TESTE,5,2011-02-19,9.67,10126,United Kingdom,48.35
542250,29521,PRODUTO TESTE,2,2011-07-01,44.21,10013,United Kingdom,88.42
539967,82978,PRODUTO TESTE,39,2011-06-04,42.32,10187,United Kingdom,1650.48
539174,49204,PRODUTO TESTE,17,2011-12-14,26.09,10117,United Kingdom,443.53
537437,37725,PRODUTO TESTE,49,2011-05-13,3.96,10158,United Kingdom,194.04
543570,93701,PRODUTO TESTE,19,2011-01-15,35.72,10049,United Kingdom,678.68
538559,79193,PRODUTO TESTE,48,2011-12-19,15.83,10095,United Kingdom,759.84
544678,79272,PRODUTO TESTE,33,2011-09-02,0.99,10176,United Kingdom,32.67
540560,31907,PRODUTO TESTE,13,2011-08-21,11.94,10044,United Kingdom,155.22
541596,11071,PRODUTO TESTE,28,2011-11-25,30.48,10132,United Kingdom,853.44
538209,32491,PRODUTO TESTE,28,2011-01-31,6.06,10090,United Kingdom,169.67999999999998
538497,34199,PRODUTO TESTE,25,2011-07-20,32.94,10022,United Kingdom,823.5
542555,77048,PRODUTO TESTE,47,2011-04-28,41.07,10142,United Kingdom,1930.29
540058,57797,PRODUTO TESTE,38,2011-09-04,16.25,10166,Eire,617.5
537329,48736,PRODUTO TESTE,9,2011-11-08,4.56,10115,Germany,41.04
543519,52852,PRODUTO TESTE,49,2011-01-29,7.42,10035,United Kingdom,363.58
539624,95739,PRODUTO TESTE,47,2011-02-27,18.22,10031,United Kingdom,856.3399999999999
539071,12303,PRODUTO TESTE,11,2011-06-29,31.9,10101,United Kingdom,350.9
541045,85928,PRODUTO TESTE,28,2011-04-26,43.46,10110,United Kingdom,1216.88
542980,42511,PRODUTO TESTE,43,2011-02-25,49.72,10048,Germany,2137.96
543966,77643,PRODUTO TESTE,34,2011-05-10,10.53,10100,United Kingdom,358.02
537866,98642,PRODUTO TESTE,26,2011-01-02,34.89,10059,United Kingdom,907.14
542051,56266,PRODUTO TESTE,11,2011-03-23,23.59,10137,United Kingdom,259.49
541784,48601,PRODUTO TESTE,44,2011-01-31,16.62,10130,Germany,731.2800000000001
537287,16727,PRODUTO TESTE,24,2011-12-20,17.45,10000,United Kingdom,418.79999999999995
537707,13291,PRODUTO TESTE,20,2011-10-16,33.98,10198,United Kingdom,679.5999999999999
537825,42425,PRODUTO TESTE,48,2011-12-10,31.23,10004,Germany,1499.04
536957,83949,PRODUTO TESTE,4,2011-03-29,16.27,10199,United Kingdom,65.08
542783,40730,PRODUTO TESTE,8,2011-04-16,6.37,10006,United Kingdom,50.96
544686,48763,PRODUTO TESTE,41,2011-04-14,29.12,10103,United Kingdom,1193.92
540651,57810,PRODUTO TESTE,10,2011-07-23,37.1,10021,United Kingdom,371.0
541389,38886,PRODUTO TESTE,46,2011-03-08,28.15,10019,United Kingdom,1294.8999999999999
542963,54093,PRODUTO TESTE,42,2011-03-27,0.68,10136,United Kingdom,28.560000000000002
540252,86604,PRODUTO TESTE,20,2011-05-09,39.04,10023,France,780.8
541301,77871,PRODUTO TESTE,36,2011-10-13,37.26,10195,United Kingdom,1341.36
538741,83593,PRODUTO TESTE,21,2011-03-25,1.02,10064,Germany,21.42
536556,57074,PRODUTO TESTE,6,2011-12-06,23.78,10063,France,142.68
536659,23292,PRODUTO TESTE,4,2011-07-08,6.69,10035,United Kingdom,26.76
537949,92947,PRODUTO TESTE,9,2011-11-27,31.26,10084,United Kingdom,281.34000000000003
538366,64366,PRODUTO TESTE,11,2011-05-13,47.37,10041,United Kingdom,521.0699999999999
543240,20156,PRODUTO TESTE,42,2011-06-24,18.9,10010,United Kingdom,793.8
540541,46708,PRODUTO TESTE,22,2011-01-23,17.2,10073,United Kingdom,378.4
540809,97260,PRODUTO TESTE,2,2011-03-04,1.9,10134,United Kingdom,3.8
538489,49822,PRODUTO TESTE,2,2011-04-30,46.61,10070,United Kingdom,93.22
542421,85320,PRODUTO TESTE,12,2011-02-07,48.79,10064,United Kingdom,585.48
536271,95195,PRODUTO TESTE,35,2011-04-17,0.78,10157,United Kingdom,27.3
543342,92317,PRODUTO TESTE,17,2011-09-19,9.11,10166,France,154.87
541923,74442,PRODUTO TESTE,19,2011-02-03,28.29,10181,United Kingdom,537.51
537588,46563,PRODUTO TESTE,3,2011-01-10,34.07,10164,United Kingdom,102.21000000000001
536466,82001,PRODUTO TESTE,7,2011-02-21,26.68,10083,United Kingdom,186.76
542046,34756,PRODUTO TESTE,3,2011-06-03,31.56,10078,United Kingdom,94.67999999999999
542802,18079,PRODUTO TESTE,38,2011-09-07,10.1,10064,United Kingdom,383.8
538505,80274,PRODUTO TESTE,45,2011-07-07,49.72,10047,United Kingdom,2237.4
539150,17446,PRODUTO TESTE,29,2011-02-15,10.59,10149,United Kingdom,307.11
538131,80060,PRODUTO TESTE,36,2011-09-21,1.01,10142,United Kingdom,36.36
539504,42035,PRODUTO TESTE,36,2011-01-18,47.24,10160,Eire,1700.64
538450,73268,PRODUTO TESTE,43,2011-03-26,21.74,10033,United Kingdom,934.8199999999999
539871,13457,PRODUTO TESTE,49,2011-07-07,14.15,10044,Germany,693.35
543732,10838,PRODUTO TESTE,20,2011-09-10,1.78,10178,United Kingdom,35.6
542864,66662,PRODUTO TESTE,24,2011-08-26,13.6,10053,United Kingdom,326.4
538675,56365,PRODUTO TESTE,38,2011-02-20,19.97,10028,United Kingdom,758.8599999999999
544485,13927,PRODUTO TESTE,22,2011-05-06,26.26,10113,Germany,577.72
537891,97807,PRODUTO TESTE,9,2011-02-23,23.15,10175,United Kingdom,208.35
538783,87259,PRODUTO TESTE,4,2011-03-26,45.61,10019,United Kingdom,182.44
537828,30922,PRODUTO TESTE,15,2011-10-02,48.0,10030,United Kingdom,720.0
542858,57598,PRODUTO TESTE,37,2011-10-26,43.31,10061,United Kingdom,1602.47
538858,57525,PRODUTO TESTE,13,2011-03-15,46.42,10106,United Kingdom,603.46
543853,64336,PRODUTO TESTE,27,2011-01-05,35.46,10056,United Kingdom,957.4200000000001
536746,25426,PRODUTO TESTE,5,2011-01-13,10.31,10013,United Kingdom,51.550000000000004
540518,33779,PRODUTO TESTE,27,2011-11-04,10.16,10102,United Kingdom,274.32
537426,33693,PRODUTO TESTE,47,2011-11-27,45.48,10010,United Kingdom,2137.56
544000,49642,PRODUTO TESTE,12,2011-03-19,25.6,10045,United Kingdom,307.20000000000005
539753,93069,PRODUTO TESTE,21,2011-11-16,44.58,10000,United Kingdom,936.18
542070,51618,PRODUTO TESTE,47,2011-07-13,36.17,10017,Germany,1699.99
543915,99799,PRODUTO TESTE,28,2011-03-09,11.02,10087,Eire,308.56
540820,32643,PRODUTO TESTE,16,2011-04-25,19.55,10170,United Kingdom,312.8
536515,31830,PRODUTO TESTE,1,2011-04-07,48.41,10154,United Kingdom,48.41
537986,19096,PRODUTO TESTE,46,2011-10-06,1.47,10019,United Kingdom,67.62
537914,29085,PRODUTO TESTE,28,2011-03-10,35.87,10006,United Kingdom,1004.3599999999999
544175,44546,PRODUTO TESTE,25,2011-09-20,5.66,10130,France,141.5
540292,74223,PRODUTO TESTE,48,2011-04-21,13.96,10149,United Kingdom,670.08
544010,50126,PRODUTO TESTE,46,2011-04-02,27.58,10164,United Kingdom,1268.6799999999998
538214,71760,PRODUTO TESTE,5,2011-10-22,42.27,10068,Eire,211.35000000000002
542115,18032,PRODUTO TESTE,17,2011-12-06,25.57,10033,United Kingdom,434.69
539527,95225,PRODUTO TESTE,49,2011-07-22,3.45,10005,United Kingdom,169.05
538164,23293,PRODUTO TESTE,38,2011-10-30,6.8,10029,United Kingdom,258.4
538250,13011,PRODUTO TESTE,25,2011-11-04,19.11,10013,United Kingdom,477.75
539778,48234,PRODUTO TESTE,11,2011-08-03,16.47,10172,Germany,181.17
539056,68615,PRODUTO TESTE,36,2011-10-30,11.37,10053,United Kingdom,409.32
537900,31187,PRODUTO TESTE,26,2011-01-04,42.09,10164,United Kingdom,1094.3400000000001
539007,24671,PRODUTO TESTE,23,2011-01-13,1.83,10110,United Kingdom,42.09
537157,86043,PRODUTO TESTE,45,2011-11-19,41.55,10107,Germany,1869.7499999999998
544727,84214,PRODUTO TESTE,15,2011-02-21,46.12,10090,United Kingdom,691.8
539419,77638,PRODUTO TESTE,29,2011-09-23,31.69,10163,United Kingdom,919.01
541182,58269,PRODUTO TESTE,34,2011-10-15,7.88,10018,Germany,267.92
543948,72057,PRODUTO TESTE,25,2011-08-31,28.63,10084,United Kingdom,715.75
539239,48936,PRODUTO TESTE,43,2011-01-27,19.07,10078,United Kingdom,820.01
543607,26107,PRODUTO TESTE,13,2011-05-03,11.84,10109,Germany,153.92
541497,84788,PRODUTO TESTE,45,2011-09-16,29.37,10147,United Kingdom,1321.65
542653,94457,PRODUTO TESTE,26,2011-12-03,0.56,10117,United Kingdom,14.560000000000002
538666,24939,PRODUTO TESTE,6,2011-10-21,14.18,10051,United Kingdom,85.08
536332,73277,PRODUTO TESTE,3,2011-11-22,32.97,10065,United Kingdom,98.91
539112,89864,PRODUTO TESTE,5,2011-12-16,23.02,10150,United Kingdom,115.1
544320,58710,PRODUTO TESTE,11,2011-11-23,7.71,10040,United Kingdom,84.81
543116,14416,PRODUTO TESTE,25,2011-07-31,0.57,10100,United Kingdom,14.249999999999998
543057,72148,PRODUTO TESTE,42,2011-05-03,13.89,10107,United Kingdom,583.38
543904,93104,PRODUTO TESTE,49,2011-07-05,27.68,10150,United Kingdom,1356.32
539359,33536,PRODUTO TESTE,32,2011-10-18,26.96,10142,France,862.72
538898,22492,PRODUTO TESTE,21,2011-06-05,6.99,10092,United Kingdom,146.79
544326,32725,PRODUTO TESTE,28,2011-10-31,30.88,10061,United Kingdom,864.64
541143,83088,PRODUTO TESTE,13,2011-09-13,49.95,10073,United Kingdom,649.35
538681,60146,PRODUTO TESTE,8,2011-03-18,29.45,10082,United Kingdom,235.6
538503,11624,PRODUTO TESTE,24,2011-12-03,26.62,10043,United Kingdom,638.88
543895,62891,PRODUTO TESTE,40,2011-11-05,31.32,10125,United Kingdom,1252.8
536555,26671,PRODUTO TESTE,1,2011-03-12,47.33,10129,United Kingdom,47.33
542640,62565,PRODUTO TESTE,4,2011-03-24,2.53,10150,United Kingdom,10.12
536012,30597,PRODUTO TESTE,6,2011-11-03,10.65,10192,Germany,63.900000000000006
537539,11713,PRODUTO TESTE,3,2011-01-07,6.23,10023,United Kingdom,18.69
544915,46059,PRODUTO TESTE,2,2011-06-26,38.73,10151,United Kingdom,77.46
542548,70207,PRODUTO TESTE,14,2011-03-26,45.18,10067,United Kingdom,632.52
540383,19140,PRODUTO TESTE,34,2011-11-12,1.52,10035,United Kingdom,51.68
536815,26730,PRODUTO TESTE,3,2011-07-10,30.33,10032,France,90.99
537660,58590,PRODUTO TESTE,12,2011-01-25,14.14,10035,France,169.68
542849,38865,PRODUTO TESTE,48,2011-04-27,23.79,10008,United Kingdom,1141.92
536850,39880,PRODUTO TESTE,4,2011-05-26,22.37,10164,United Kingdom,89.48
541351,49243,PRODUTO TESTE,49,2011-03-23,37.57,10012,United Kingdom,1840.93
539132,78324,PRODUTO TESTE,23,2011-12-10,25.08,10079,United Kingdom,576.8399999999999
539332,61817,PRODUTO TESTE,34,2011-05-12,21.35,10139,United Kingdom,725.9000000000001
544570,86789,PRODUTO TESTE,12,2011-07-03,36.65,10198,United Kingdom,439.79999999999995
541453,19195,PRODUTO TESTE,12,2011-07-15,46.33,10170,United Kingdom,555.96
541536,51784,PRODUTO TESTE,16,2011-03-22,39.8,10027,France,636.8
539153,59534,PRODUTO TESTE,2,2011-07-27,36.97,10197,United Kingdom,73.94
539432,78213,PRODUTO TESTE,12,2011-05-10,24.64,10130,United Kingdom,295.68
542171,56379,PRODUTO TESTE,44,2011-01-04,45.06,10035,United Kingdom,1982.64
538135,85401,PRODUTO TESTE,26,2011-08-02,46.55,10183,France,1210.3
541402,72027,PRODUTO TESTE,32,2011-02-12,40.24,10078,United Kingdom,1287.68
541611,45776,PRODUTO TESTE,2,2011-10-12,7.94,10036,United Kingdom,15.88
536830,38978,PRODUTO TESTE,1,2011-08-30,2.83,10175,United Kingdom,2.83
543090,58013,PRODUTO TESTE,25,2011-04-24,37.17,10190,United Kingdom,929.25
540882,51697,PRODUTO TESTE,7,2011-08-05,34.45,10195,United Kingdom,241.15000000000003
538139,12636,PRODUTO TESTE,48,2011-04-21,30.3,10191,United Kingdom,1454.4
542767,30699,PRODUTO TESTE,5,2011-08-25,48.82,10174,United Kingdom,244.1
544917,85168,PRODUTO TESTE,2,2011-02-26,27.5,10090,United Kingdom,55.0
539812,51256,PRODUTO TESTE,13,2011-08-11,17.72,10038,United Kingdom,230.35999999999999
538551,95474,PRODUTO TESTE,13,2011-01-21,28.47,10123,United Kingdom,370.11
538694,32129,PRODUTO TESTE,3,2011-01-07,1.91,10044,United Kingdom,5.7299999999999995
541333,97099,PRODUTO TESTE,31,2011-04-03,29.17,10094,Germany,904.2700000000001
536426,82651,PRODUTO TESTE,14,2011-03-05,45.17,10131,Germany,632.38
540350,42266,PRODUTO TESTE,23,2011-06-29,0.71,10189,United Kingdom,16.33
536223,64891,PRODUTO TESTE,8,2011-03-02,42.34,10057,United Kingdom,338.72
543950,19923,PRODUTO TESTE,42,2011-09-26,38.3,10113,United Kingdom,1608.6
536788,24720,PRODUTO TESTE,9,2011-03-21,24.81,10149,United Kingdom,223.29
538196,10131,PRODUTO TESTE,11,2011-02-13,12.64,10110,United Kingdom,139.04000000000002
539794,39275,PRODUTO TESTE,26,2011-11-07,14.76,10076,United Kingdom,383.76
544883,96752,PRODUTO TESTE,28,2011-11-20,12.69,10074,France,355.32
542158,58807,PRODUTO TESTE,23,2011-03-07,16.61,10142,United Kingdom,382.03
540845,48034,PRODUTO TESTE,38,2011-05-11,46.58,10092,United Kingdom,1770.04
536547,93838,PRODUTO TESTE,1,2011-02-13,36.6,10005,United Kingdom,36.6
537377,58350,PRODUTO TESTE,37,2011-03-01,47.82,10009,United Kingdom,1769.34
541947,17642,PRODUTO TESTE,15,2011-01-02,0.79,10186,United Kingdom,11.850000000000001
538168,72794,PRODUTO TESTE,25,2011-12-24,33.07,10074,United Kingdom,826.75
542030,72862,PRODUTO TESTE,20,2011-08-24,22.19,10097,United Kingdom,443.8
543338,54630,PRODUTO TESTE,47,2011-10-04,6.08,10123,United Kingdom,285.76
539951,73087,PRODUTO TESTE,46,2011-10-24,39.17,10052,Germany,1801.8200000000002
543936,72214,PRODUTO TESTE,24,2011-12-21,2.83,10057,United Kingdom,67.92
542607,15897,PRODUTO TESTE,3,2011-02-16,27.42,10083,United Kingdom,82.26
542446,85144,PRODUTO TESTE,36,2011-04-02,28.34,10051,United Kingdom,1020.24
543808,72427,PRODUTO TESTE,6,2011-08-13,31.98,10151,United Kingdom,191.88
537654,29745,PRODUTO TESTE,41,2011-10-27,16.12,10020,United Kingdom,660.9200000000001
542825,29127,PRODUTO TESTE,28,2011-10-10,1.67,10165,United Kingdom,46.76
544619,96223,PRODUTO TESTE,14,2011-09-23,44.5,10069,United Kingdom,623.0
544930,32906,PRODUTO TESTE,48,2011-04-25,46.5,10112,United Kingdom,2232.0
541202,12911,PRODUTO TESTE,23,2011-05-14,24.36,10031,Eire,560.28
542789,12827,PRODUTO TESTE,16,2011-01-30,1.52,10077,United Kingdom,24.32
543997,30545,PRODUTO TESTE,5,2011-04-25,29.25,10150,United Kingdom,146.25
543669,66462,PRODUTO TESTE,30,2011-02-26,16.14,10054,France,484.20000000000005
544080,51064,PRODUTO TESTE,9,2011-12-09,9.53,10026,United Kingdom,85.77
543491,75854,PRODUTO TESTE,3,2011-02-03,8.86,10104,United Kingdom,26.58
539431,30885,PRODUTO TESTE,1,2011-05-13,9.37,10032,United Kingdom,9.37
542572,30744,PRODUTO TESTE,30,2011-11-20,16.88,10062,United Kingdom,506.4
539693,46379,PRODUTO TESTE,45,2011-12-15,14.39,10090,United Kingdom,647.5500000000001
543216,81327,PRODUTO TESTE,8,2011-05-18,41.9,10112,United Kingdom,335.2
543292,55264,PRODUTO TESTE,6,2011-06-19,25.02,10127,United Kingdom,150.12
544412,78582,PRODUTO TESTE,28,2011-07-11,21.67,10135,United Kingdom,606.76
541294,18434,PRODUTO TESTE,2,2011-10-28,7.72,10168,United Kingdom,15.44
537489,49366,PRODUTO TESTE,30,2011-07-11,3.21,10072,Germany,96.3
541744,16140,PRODUTO TESTE,23,2011-05-16,12.36,10000,United Kingdom,284.28
540634,35216,PRODUTO TESTE,8,2011-08-25,35.26,10042,United Kingdom,282.08
542086,51002,PRODUTO TESTE,5,2011-11-01,40.16,10119,United Kingdom,200.79999999999998
543659,24888,PRODUTO TESTE,32,2011-01-28,20.81,10178,United Kingdom,665.92
537338,34265,PRODUTO TESTE,31,2011-10-08,17.66,10154,United Kingdom,547.46
539882,96292,PRODUTO TESTE,36,2011-06-25,14.78,10129,United Kingdom,532.0799999999999
543377,83596,PRODUTO TESTE,41,2011-02-05,17.76,10034,United Kingdom,728.1600000000001
543005,58857,PRODUTO TESTE,6,2011-05-04,16.74,10167,United Kingdom,100.44
543194,17053,PRODUTO TESTE,49,2011-04-01,1.34,10178,United Kingdom,65.66000000000001
543695,46075,PRODUTO TESTE,42,2011-02-08,47.44,10019,United Kingdom,1992.48
544656,56210,PRODUTO TESTE,20,2011-04-18,3.5,10093,United Kingdom,70.0
541472,34951,PRODUTO TESTE,38,2011-11-01,13.91,10166,France,528.58
538240,34019,PRODUTO TESTE,31,2011-09-19,46.11,10095,United Kingdom,1429.41
541071,74093,PRODUTO TESTE,37,2011-03-18,36.9,10168,United Kingdom,1365.3
542812,39006,PRODUTO TESTE,44,2011-09-30,5.3,10011,United Kingdom,233.2
540897,44348,PRODUTO TESTE,37,2011-04-01,40.53,10068,United Kingdom,1499.6100000000001
544426,21482,PRODUTO TESTE,28,2011-01-23,12.88,10043,United Kingdom,360.64000000000004
537906,89283,PRODUTO TESTE,12,2011-04-25,47.83,10094,United Kingdom,573.96
544162,30045,PRODUTO TESTE,18,2011-12-29,11.95,10117,Germany,215.1
540032,82334,PRODUTO TESTE,16,2011-07-22,31.46,10092,France,503.36
541161,39388,PRODUTO TESTE,18,2011-01-20,27.49,10039,United Kingdom,494.82
541940,12850,PRODUTO TESTE,29,2011-12-23,7.58,10060,United Kingdom,219.82
541212,46799,PRODUTO TESTE,36,2011-10-29,18.46,10135,United Kingdom,664.5600000000001
544134,57095,PRODUTO TESTE,16,2011-07-18,39.17,10005,United Kingdom,626.72
537505,52159,PRODUTO TESTE,40,2011-09-28,11.02,10042,United Kingdom,440.79999999999995
544774,56817,PRODUTO TESTE,39,2011-08-04,15.13,10019,United Kingdom,590.07
537981,80111,PRODUTO TESTE,32,2011-11-30,31.52,10082,United Kingdom,1008.64
538295,43299,PRODUTO TESTE,23,2011-06-10,31.13,10041,United Kingdom,715.99
540275,23037,PRODUTO TESTE,15,2011-01-15,23.8,10020,United Kingdom,357.0
542522,54850,PRODUTO TESTE,15,2011-10-04,32.94,10084,United Kingdom,494.09999999999997
544630,60392,PRODUTO TESTE,14,2011-09-24,37.31,10104,United Kingdom,522.34
543162,47606,PRODUTO TESTE,47,2011-09-28,31.14,10035,United Kingdom,1463.58
539970,96798,PRODUTO TESTE,29,2011-02-20,30.53,10026,Germany,885.37
541808,17271,PRODUTO TESTE,49,2011-02-11,20.4,10130,United Kingdom,999.5999999999999
537900,16087,PRODUTO TESTE,24,2011-10-17,4.01,10172,France,96.24
540168,34649,PRODUTO TESTE,30,2011-11-09,8.41,10036,United Kingdom,252.3
537700,62735,PRODUTO TESTE,27,2011-01-29,30.53,10064,United Kingdom,824.3100000000001
536244,13824,PRODUTO TESTE,22,2011-08-01,46.4,10068,United Kingdom,1020.8
543708,27428,PRODUTO TESTE,29,2011-07-02,1.77,10072,United Kingdom,51.33
543242,46810,PRODUTO TESTE,44,2011-05-08,27.43,10048,United Kingdom,1206.92
540596,43789,PRODUTO TESTE,34,2011-08-24,12.98,10011,United Kingdom,441.32
536130,86179,PRODUTO TESTE,41,2011-11-30,28.31,10105,United Kingdom,1160.71
536811,59181,PRODUTO TESTE,25,2011-10-27,37.61,10071,United Kingdom,940.25
537005,88504,PRODUTO TESTE,37,2011-02-25,36.9,10068,France,1365.3
542453,78382,PRODUTO TESTE,43,2011-06-19,36.38,10052,Eire,1564.3400000000001
537831,47267,PRODUTO TESTE,6,2011-12-08,39.06,10185,United Kingdom,234.36
538251,97994,PRODUTO TESTE,42,2011-03-28,4.09,10122,United Kingdom,171.78
543749,85933,PRODUTO TESTE,32,2011-11-08,25.72,10083,Germany,823.04
543887,54425,PRODUTO TESTE,19,2011-06-29,13.46,10041,United Kingdom,255.74
542867,86549,PRODUTO TESTE,37,2011-07-10,46.1,10160,United Kingdom,1705.7
538786,33127,PRODUTO TESTE,4,2011-04-02,39.25,10177,United Kingdom,157.0
541219,28738,PRODUTO TESTE,33,2011-12-02,5.82,10006,United Kingdom,192.06
537802,81240,PRODUTO TESTE,26,2011-07-12,12.54,10185,United Kingdom,326.03999999999996
543721,81015,PRODUTO TESTE,43,2011-07-29,23.03,10139,United Kingdom,990.2900000000001
536763,29941,PRODUTO TESTE,29,2011-06-18,48.16,10019,United Kingdom,1396.6399999999999
542699,77856,PRODUTO TESTE,23,2011-02-02,5.93,10150,United Kingdom,136.39
540603,55705,PRODUTO TESTE,23,2011-10-12,28.61,10021,United Kingdom,658.03
542817,60272,PRODUTO TESTE,25,2011-04-30,17.39,10010,United Kingdom,434.75
540056,86203,PRODUTO TESTE,43,2011-03-29,32.49,10023,United Kingdom,1397.0700000000002
537423,24405,PRODUTO TESTE,38,2011-10-13,32.61,10091,Eire,1239.18
541679,36090,PRODUTO TESTE,24,2011-09-07,39.4,10081,United Kingdom,945.5999999999999
540181,60127,PRODUTO TESTE,10,2011-06-23,5.02,10024,United Kingdom,50.199999999999996
539354,24211,PRODUTO TESTE,4,2011-10-19,41.0,10039,United Kingdom,164.0
539094,20759,PRODUTO TESTE,42,2011-01-19,10.99,10170,United Kingdom,461.58
540330,72653,PRODUTO TESTE,42,2011-10-10,29.68,10192,United Kingdom,1246.56
538354,15037,PRODUTO TESTE,46,2011-03-25,17.69,10150,United Kingdom,813.74
538541,47552,PRODUTO TESTE,16,2011-11-14,30.68,10020,United Kingdom,490.88
538503,98764,PRODUTO TESTE,18,2011-05-10,13.74,10163,United Kingdom,247.32
536114,99900,PRODUTO TESTE,37,2011-01-03,28.66,10138,Germany,1060.42
544350,26100,PRODUTO TESTE,5,2011-06-27,0.91,10105,United Kingdom,4.55
537485,40199,PRODUTO TESTE,18,2011-04-09,41.41,10199,United Kingdom,745.3799999999999
537360,27870,PRODUTO TESTE,29,2011-09-19,23.42,10088,United Kingdom,679.1800000000001
544893,55421,PRODUTO TESTE,20,2011-07-24,25.21,10008,United Kingdom,504.20000000000005
540290,53955,PRODUTO TESTE,6,2011-09-16,31.27,10041,United Kingdom,187.62
538942,43702,PRODUTO TESTE,23,2011-11-17,21.99,10080,United Kingdom,505.77
539635,48446,PRODUTO TESTE,46,2011-06-20,43.42,10012,United Kingdom,1997.3200000000002
536795,18760,PRODUTO TESTE,10,2011-07-18,20.46,10064,United Kingdom,204.60000000000002
538823,33733,PRODUTO TESTE,17,2011-01-22,47.16,10093,United Kingdom,801.7199999999999
538238,27722,PRODUTO TESTE,12,2011-04-15,43.91,10189,United Kingdom,526.92
543228,93895,PRODUTO TESTE,11,2011-09-22,21.34,10017,United Kingdom,234.74
536525,54409,PRODUTO TESTE,31,2011-01-23,18.61,10115,United Kingdom,576.91
539829,59156,PRODUTO TESTE,15,2011-05-12,33.99,10183,United Kingdom,509.85
543110,49491,PRODUTO TESTE,29,2011-02-19,37.89,10161,United Kingdom,1098.81
540612,81836,PRODUTO TESTE,31,2011-07-24,12.43,10034,United Kingdom,385.33
539032,38060,PRODUTO TESTE,15,2011-09-07,38.15,10195,Eire,572.25
538000,37757,PRODUTO TESTE,42,2011-03-23,35.86,10065,United Kingdom,1506.12
541958,94627,PRODUTO TESTE,13,2011-01-19,9.86,10099,United Kingdom,128.18
538633,93705,PRODUTO TESTE,33,2011-05-26,27.08,10106,United Kingdom,893.64
541675,35452,PRODUTO TESTE,14,2011-03-09,38.33,10098,United Kingdom,536.62
541901,40280,PRODUTO TESTE,44,2011-04-28,47.38,10057,France,2084.7200000000003
544458,39816,PRODUTO TESTE,47,2011-04-27,9.34,10194,United Kingdom,438.98
539333,80577,PRODUTO TESTE,44,2011-10-13,15.56,10191,United Kingdom,684.64
544651,95437,PRODUTO TESTE,16,2011-04-27,17.74,10076,Eire,283.84
539606,89885,PRODUTO TESTE,12,2011-02-25,31.44,10161,United Kingdom,377.28000000000003
542126,85642,PRODUTO TESTE,28,2011-12-16,7.25,10079,United Kingdom,203.0
541954,41357,PRODUTO TESTE,39,2011-01-18,10.07,10158,United Kingdom,392.73
543360,38526,PRODUTO TESTE,23,2011-03-16,39.13,10116,United Kingdom,899.99
540221,90007,PRODUTO TESTE,35,2011-05-07,27.33,10094,United Kingdom,956.55
543131,45575,PRODUTO TESTE,43,2011-01-23,8.44,10025,United Kingdom,362.91999999999996
539198,29380,PRODUTO TESTE,36,2011-11-25,19.73,10130,Germany,710.28
540421,85802,PRODUTO TESTE,15,2011-05-09,7.16,10064,United Kingdom,107.4
540497,53162,PRODUTO TESTE,8,2011-10-13,18.45,10043,United Kingdom,147.6
542340,17747,PRODUTO TESTE,18,2011-02-19,20.31,10038,United Kingdom,365.58
541565,90654,PRODUTO TESTE,26,2011-07-10,6.05,10196,United Kingdom,157.29999999999998
536704,36520,PRODUTO TESTE,41,2011-02-16,3.46,10020,France,141.85999999999999
543281,37808,PRODUTO TESTE,11,2011-03-26,44.14,10159,United Kingdom,485.54
542822,57839,PRODUTO TESTE,3,2011-05-29,44.44,10173,United Kingdom,133.32
536940,34320,PRODUTO TESTE,12,2011-11-11,0.63,10006,Germany,7.5600000000000005
544656,84600,PRODUTO TESTE,27,2011-04-22,32.24,10117,Germany,870.48
541946,72247,PRODUTO TESTE,7,2011-10-03,5.14,10115,France,35.98
536764,60814,PRODUTO TESTE,16,2011-02-03,40.6,10071,United Kingdom,649.6
540422,28007,PRODUTO TESTE,9,2011-04-02,44.04,10133,United Kingdom,396.36
543525,54079,PRODUTO TESTE,49,2011-08-09,31.02,10081,United Kingdom,1519.98
538518,34513,PRODUTO TESTE,23,2011-06-20,30.85,10087,United Kingdom,709.5500000000001
544396,96589,PRODUTO TESTE,34,2011-07-03,18.89,10086,Germany,642.26
539765,81341,PRODUTO TESTE,23,2011-09-05,12.85,10160,United Kingdom,295.55
539208,57522,PRODUTO TESTE,9,2011-09-11,7.12,10075,Germany,64.08
540723,80205,PRODUTO TESTE,41,2011-11-11,33.78,10185,Eire,1384.98
542193,57096,PRODUTO TESTE,23,2011-10-07,23.77,10160,United Kingdom,546.71
544350,21433,PRODUTO TESTE,33,2011-04-14,9.29,10186,France,306.57
537754,22581,PRODUTO TESTE,36,2011-05-09,29.62,10146,United Kingdom,1066.32
544642,75953,PRODUTO TESTE,25,2011-12-17,39.87,10078,United Kingdom,996.7499999999999
540749,57159,PRODUTO TESTE,26,2011-10-16,29.65,10154,United Kingdom,770.9
537150,58877,PRODUTO TESTE,7,2011-12-07,26.72,10065,Eire,187.04
544338,34295,PRODUTO TESTE,8,2011-11-30,42.46,10054,Germany,339.68
